0_Sample_Index	Sample_ID	Best_Tissue_ID	Fauna_ID	Shan_Fauna_Sample_Labeled_ID_20250218	Barcoding_Gene	Barcoding_Identity	Host_Taxonomy_NCBI	Coral_Microbiome	Sponge_Microbiome_Project_Shan	Sponge_Microbiome_Project	Hydrozoa_microbiome_project_Shan	Shan_comments_20250426	Mitochondrial_Contig_Blast	Mitochondrial_Contig_Blast_Identity	Sample_Short_Name	Segregation	Source	Source2	Scientific_Name_by_Morphology	Temporary_Name_by_Morphology	Mophospecies	Collect_Site	Collect_Depth	Longitude	Latitude	Collect_Date	Collect_Time	In_Situ	Note	Note2	Dissolved_O2_concentration
271	JL316_B02_5	JL316_B02_5	JL316_B02	JL316__B02	na	na	na	no	no	no	no	na	na	na	na	Wood	Sunken_wood	Sunken_wood	na	na	na	S10	1697	156.4068	12.2426	10/9/2024	14:15	no	sunken wood 1	na	to_be_added
273	JL316_B06_5	JL316_B06_5	JL316_B06_2	JL316__B06-2	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (whole part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__;o__;f__;g__;s__	S01	1820	156.4155	12.233	10/9/2024	12:38	no	Regardella sp2	na	to_be_added
274	JL316_B06_6	JL316_B06_6	JL316_B06_3	JL316__B06-3	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (sediment on root)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Regadrella;s__	S01	1820	156.4155	12.233	10/9/2024	12:38	no	Regardella sp2	need assembly	to_be_added
275	JL316_B11_2	JL316_B11_2	JL316_B11	JL316__B11	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__;s__	yes	no	no	no	na	na	na	na	Host	Coral	Coral	na	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__;s__	S22	1859	156.4096	12.2423	10/9/2024	13:39	no	octocoral	barcode equals to mophospecies	to_be_added
278	JL316_B20_3	JL316_B20_3	JL316_B20	JL316__B20	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Chrysogorgia;s__	yes	no	no	no	na	na	na	na	Host	Coral	Coral	Chrysogorgia	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Chrysogorgiidae;g__Chrysogorgia;s__	S23	1813	156.4093	12.2302	10/9/2024	10:56	no	Chrysogorgia	no barcod yet	to_be_added
280	JL317_B01	JL317_B01	JL317_B01	JL317__B01	28S	99.53	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__;s__	yes	no	no	no	na	na	na	black coral	Host	Coral	Coral	na	na	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__;g__;s__	S16	1849	156.4034	12.2256	10/9/2024	11:35	no	black coral	barcode equals to mophospecies	to_be_added
281	JL317_B03	JL317_B03	JL317_B03	JL317__B03	meta_COI	100	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Bathypathes;s__	yes	no	no	no	na	Bathypathes sp. 2 YY-2024	99.95	black coral	Host	Coral	Coral	na	Bathypathes	p__Cnidaria;c__Hexacorallia;o__Antipatharia;f__Schizopathidae;g__Bathypathes;s__	S17	1791	156.480273	12.61695	11/9/2024	13:12	no	black coral	barcode equals to mophospecies	to_be_added
288	JL317_B05	JL317_B05	JL317_B05_6	JL317__B05-6	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (non-biology)	Fabric	Fabric	na	na	na	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
282	JL317_B05_3_2	JL317_B05_3_2	JL317_B05_2	JL317__B05-2	28S	99.32	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Asterozoa;c__Ophiuroidea;sc__Myophiuroidea;uo__Ophintegrida;o__Amphilepidida;so__Ophiurina;f__Ophiacanthidae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (arm part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__Ophiuroidea;o__Ophiacanthida;f__Ophiacanthidae;g__Ophioplinthaca;s__	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
283	JL317_B05_3_2_1	JL317_B05_3_2_1	JL317_B05_2	JL317__B05-2	28S	99.32	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Asterozoa;c__Ophiuroidea;sc__Myophiuroidea;uo__Ophintegrida;o__Amphilepidida;so__Ophiurina;f__Ophiacanthidae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (arm part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__Ophiuroidea;o__Ophiacanthida;f__Ophiacanthidae;g__Ophioplinthaca;s__	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
284	JL317_B05_3_3	JL317_B05_3_3	JL317_B05_3	JL317__B05-3	28S	99.1	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Asterozoa;c__Ophiuroidea;sc__Myophiuroidea;uo__Ophintegrida;o__Amphilepidida;so__Ophiurina;f__Ophiacanthidae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (arm part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__Ophiuroidea;o__Ophiacanthida;f__Ophiacanthidae;g__Ophioplinthaca;s__	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
285	JL317_B05_3_3_1	JL317_B05_3_3_1	JL317_B05_3	JL317__B05-3	28S	99.1	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Asterozoa;c__Ophiuroidea;sc__Myophiuroidea;uo__Ophintegrida;o__Amphilepidida;so__Ophiurina;f__Ophiacanthidae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (arm part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__Ophiuroidea;o__Ophiacanthida;f__Ophiacanthidae;g__Ophioplinthaca;s__	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
286	JL317_B05_3_4	JL317_B05_3_4	JL317_B05_4	JL317__B05-4	28S	99.15	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Asterozoa;c__Ophiuroidea;sc__Myophiuroidea;uo__Ophintegrida;o__Amphilepidida;so__Ophiurina;f__Ophiacanthidae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (arm part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__Ophiuroidea;o__Ophiacanthida;f__Ophiacanthidae;g__Ophioplinthaca;s__	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
287	JL317_B05_3_4_1	JL317_B05_3_4_1	JL317_B05_4	JL317__B05-4	28S	99.15	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Asterozoa;c__Ophiuroidea;sc__Myophiuroidea;uo__Ophintegrida;o__Amphilepidida;so__Ophiurina;f__Ophiacanthidae;g__;s__	no	no	no	no	na	na	na	na	Host's attachment (arm part)	Ophiuroid	Ophiuroid	na	na	p__Echinodermata;c__Ophiuroidea;o__Ophiacanthida;f__Ophiacanthidae;g__Ophioplinthaca;s__	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
290	JL317_B05_P1	JL317_B05_P1	JL317_B05_P1	JL317__B05-P1	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (non-biology)	Fabric	Fabric	na	na	na	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
291	JL317_B05_P2	JL317_B05_P2	JL317_B05_P2	JL317__B05-P2	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (non-biology)	Fabric	Fabric	na	na	na	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
292	JL317_B05_P3	JL317_B05_P3	JL317_B05_P3	JL317__B05-P3	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (non-biology)	Fabric	Fabric	na	na	na	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
293	JL317_B05_P4	JL317_B05_P4	JL317_B05_P4	JL317__B05-P4	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (non-biology)	Fabric	Fabric	na	na	na	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
294	JL317_B05_P5	JL317_B05_P5	JL317_B05_P5	JL317__B05-P5	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (non-biology)	Fabric	Fabric	na	na	na	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
295	JL317_B05_R1	JL317_B05_R1	JL317_B05_R1	JL317__B05-R1	na	na	na	no	no	no	no	na	na	na	na	Rock	Rock	Rock	na	na	na	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
296	JL317_B05_R2	JL317_B05_R2	JL317_B05_R2	JL317__B05-R2	na	na	na	no	no	no	no	na	na	na	na	Rock	Rock	Rock	na	na	na	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
297	JL317_B05_R3	JL317_B05_R3	JL317_B05_R3	JL317__B05-R3	na	na	na	no	no	no	no	na	na	na	na	Rock	Rock	Rock	na	na	na	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
289	JL317_B05_S02	JL317_B05_S02	JL317_B05	JL317__B05	tree_placement	79.15	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__;o__;f__;g__;s__	no	yes	no	no	"I added this to ""Sponge_Microbiome_Project"", ignored as it is marked as sediment on root"	Lophophysema eversa	79.15	sponge	Host's attachment (sediment on root)	Sponge	Sponge_plus_Sediment	na	na	p__Porifera;c__Hexactinellida;o__Amphidiscosida;f__Pheronematidae;g__;s__	S10	1791	156.480273	12.61695	11/9/2024	13:12	no	"sponge with ophiuroids, crinoids and a piece of trash"	na	to_be_added
299	JL317_B06_3	JL317_B06_3	JL317_B06_15	JL317__B06-15	28S	84.67	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Echinozoa;c__Echinoidea;sc__Euechinoidea;uo__Diadematacea;o__Echinothurioida;f__Echinothuriidae;g__Araeosoma;s__	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S19	1858	156.483073	12.619232	11/9/2024	12:39	no	Walteria (2 individuals)	na	to_be_added
300	JL317_B07_2	JL317_B07_2	JL317_B07_2	JL317__B07-2	COI	99.68	d__Eukaryota;k__Metazoa;p__Porifera;c__Hexactinellida;sc__Hexasterophora;o__Lyssacinosida;f__Euplectellidae;g__Walteria;s__	no	no	no	yes	"I added this to ""Hydrozoa_microbiome_project"""	na	na	na	Host's attachment (whole part)	Hydrozoa	Hydrozoa	na	na	p__Cnidaria;c__;o__;f__;g__;s__	S11	1858	156.483073	12.619232	11/9/2024	12:39	no	Farreidae	na	to_be_added
301	JL317_B07_3	JL317_B07_3	JL317_B07	JL317__B07	28S	84.87	d__Eukaryota;k__Metazoa;p__Echinodermata;uc__Echinozoa;c__Echinoidea;sc__Euechinoidea;o__;f__;g__;s__	no	no	no	no	na	na	na	na	Host root	Sponge	Sponge	Farreidae	na	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Farreidae;g__;s__	S11	1858	156.483073	12.619232	11/9/2024	12:39	no	Farreidae	barcode differs mophospecies (phylum level)	to_be_added
303	JL317_B09	JL317_B09	JL317_B09	JL317__B09	tree_placement	99.22	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__Narella;s__Narella versluysi	yes	no	no	no	na	Abyssoprimnoa gemina	99.22	coral	Host	Coral	Coral	Primnoidae	na	p__Cnidaria;c__Octocorallia;o__Scleralcyonacea;f__Primnoidae;g__;s__	S15	1858	156.483073	12.619232	11/9/2024	12:39	no	octocoral	barcode equals to mophospecies	to_be_added
304	JL317_B11	JL317_B11	JL317_B11	JL317__B11	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (gut part)	Seastar	Seastar	Zoroaster	na	p__Echinodermata;c__Asteroidea;o__Forcipulatida;f__Zoroaster;g__;s__	S07	1788	156.480127	12.616239	11/9/2024	13:31	no	smooth long sea star	na	to_be_added
305	JL317_B11_2	JL317_B11_2	JL317_B11	JL317__B11	na	na	na	no	no	no	no	na	na	na	na	Host's attachment (arm part)	Seastar	Seastar	Zoroaster	na	p__Echinodermata;c__Asteroidea;o__Forcipulatida;f__Zoroaster;g__;s__	S07	1788	156.480127	12.616239	11/9/2024	13:31	no	smooth long sea star	na	to_be_added
na	LG_Rep1	na	na	na	na	na	na	no	no	no	no	HK sponge project	na	na	sponge	Host	Sponge	Sponge	na	Haliclona cymaeformis	na	Bluff Island	na	22.316153	114.349532	5/12/2023	na	no	HK local shallow-water sponge	"No samger nor metaG, DNA extracted by NovoGene"	na
na	LG_Rep2	na	na	na	na	na	na	no	no	no	no	HK sponge project	na	na	sponge	Host	Sponge	Sponge	na	Haliclona cymaeformis	na	Bluff Island	na	22.316153	114.349532	5/12/2023	na	no	HK local shallow-water sponge	"No samger nor metaG, DNA extracted by NovoGene"	na
na	RD_Rep1	na	na	na	na	na	na	no	no	no	no	HK sponge project	na	na	sponge	Host	Sponge	Sponge	na	na	na	Bluff Island	na	22.316153	114.349532	5/12/2023	na	no	HK local shallow-water sponge	"No samger nor metaG, DNA extracted by NovoGene"	na
312	SY711_HM04A	SY716_HM_4A	SY716_HM_4A	SY716_HM_4A	na	na	na	no	no	no	no	na	na	na	na	Host	Sponge	Sponge	na	na	p__Porifera;c__;o__;f__;g__;s__	na	na	na	na	na	na	na	na	not from DD Cruise	to_be_added
307	SY711_HM3_A1	SY711_HM3_A1	SY711_HM3_A1	SY711_HM3_A1	28S	95.73	d__Eukaryota;k__Metazoa;p__Porifera;c__Demospongiae;sc__Heteroscleromorpha;o__;f__;g__;s__	no	no	no	no	na	na	na	na	Host	Sponge	Sponge	na	na	p__Porifera;c__;o__;f__;g__;s__	na	na	na	na	na	na	na	na	not from DD Cruise	to_be_added
1	JL300_B01	JL300_B01	JL300_B01	JL300__B01	na	na	na	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	Tretopleura	Tretopleura cf. weijica	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Uncinateridae;g__Tretopleura;s__	S05	1898.4	148.701676	23.799626	18/8/2024	08:44	no	glass sponge (with black coral co-bionts)	need assembly	to_be_added
15	JL300_B16_1	JL300_B16_1	JL300_B16	JL300__B16	28S	99.08	d__Eukaryota;k__Metazoa;p__Echinodermata;c__Crinoidea;sc__Articulata;o__Comatulida;f__Antedonidae;g__;s__	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	Bolosominae	Bolosominae sp. 1	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__;s__	S10	1927.4	148.711623	23.805015	18/8/2024	09:50	no	stalked sponge	barcode differs mophospecies (phylum level)	to_be_added
na	JL301_B04_1	JL301_B04_1	JL301_B04	JL301__B04	na	na	na	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL301_B06_2	JL301_B06_2	JL301_B06	JL301__B06	na	na	na	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	na	na	na	na	na	na	na	na	na	na	na	na	na
23	JL301_B13	JL301_B13	JL301_B13	JL301__B13	na	na	na	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	Hyalonema	Hyalonema sp. 1 	p__Porifera;c__Hexactinellida;o__Amphidiscosida;f__Hyalonematidae;g__Hyalonema;s__	S03	3309	148.832422	23.812852	19/8/2024	09:37	no	Hyalonema sponge	need assembly	to_be_added
29	JL302_B10	JL302_B10	JL302_B10	JL302__B10	na	na	na	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	Poliopogon	cf. Poliopogon distortus	p__Porifera;c__Hexactinellida;o__Amphidiscosida;f__Pheronematidae;g__Poliopogon;s__	S24	1055	148.792594	23.814958	20/8/2024	13:53	no	broken pheronematidae sponge (plus polychaetes)	need assembly	to_be_added
na	JL302_B16_5	JL302_B16_5	JL302_B16	JL302__B16	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
36	JL302_B19	JL302_B19	JL302_B19	JL302__B19	28S	98.73	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Octocorallia;o__Malacalcyonacea;f__;g__;s__	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	Porifera	na	p__Porifera;c__;o__;f__;g__;s__	S15	1612	148.804167	23.816089	20/8/2024	11:27	no	rock with sponge encrusted	barcode differs mophospecies (phylum level)	to_be_added
na	JL302_G2_2_6	JL302_G2_2_6	JL302_G2	JL302_G2	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
57	JL303_B12_1	JL303_B12_1	JL303_B12	JL303__B12	28S	84.32	d__Eukaryota;k__Metazoa;p__Nematoda;c__Enoplea;sc__Enoplia;o__Enoplida;so__Ironina;uf__Ironoidea;f__Oxystominidae;sf__Halalaiminae;g__Halalaimus;s__	no	yes	to_be_determined	no	na	Tabachnickia sp.	72.69	sponge	Host	Sponge	Sponge	Poliopogon	Poliopogon sp. 1	p__Porifera;c__Hexactinellida;o__Amphidiscosida;f__Pheronematidae;g__Poliopogon;s__	S03	2027.8	148.741553	23.868184	22/8/2024	09:15	no	polypogon sponge	barcode differs mophospecies (phylum level)	to_be_added
62	JL303_B17_3	JL303_B17_3	JL303_B17	JL303__B17	COI	87.71	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Hydrozoa;o__;f__;g__;s__	no	yes	to_be_determined	no	na	Docosaccus maculatus	83.3	sponge	Host	Sponge	Sponge	Saccocalyx	Saccocalyx sp. 1 	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Saccocalyx;s__	S04	2025.2	148.741585	23.868107	22/8/2024	09:21	no	Sacocalyx sponge	barcode differs mophospecies (phylum level)	to_be_added
na	JL303_B17_s	JL303_B17_s	JL303_B17	JL303__B17	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL303_B19_h	JL303_B19_h	JL303_B19	JL303__B19	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL303_B19_s	JL303_B19_s	JL303_B19	JL303__B19	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
47	JL303_B21_1	JL303_B21_1	JL303_B21	JL303__B21	na	na	na	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	Tretopleura	Tretopleura cf. weijica	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Uncinateridae;g__Tretopleura;s__	S08	1970.5	148.74248	23.868648	22/8/2024	10:38	no	sponge plus black coral	need assembly	to_be_added
na	JL303_B22_6	JL303_B22_6	JL303_B22	JL303__B22	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL303_B25_7	JL303_B25_7	JL303_B25	JL303__B25	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
319	JL304_B12_1A	JL304_B12_1	JL304_B12	JL304__B12	na	na	na	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	Walteria	Walteria cf. demeterae	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Walteria;s__	S31	2307	148.574365	23.498891	23/8/2024	14:05	no	Walteria sponge	need assembly	to_be_added
71	JL304_B17_2	JL304_B17_2	JL304_B17	JL304__B17	COI	87.62	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Hydrozoa;o__;f__;g__;s__	no	yes	to_be_determined	no	na	no good blast	na	sponge	Host	Sponge	Sponge	Poliopogon	cf. Poliopogon sp. 2	p__Porifera;c__Hexactinellida;o__Amphidiscosida;f__Pheronematidae;g__Poliopogon;s__	S08	3082	148.577474	23.523253	23/8/2024	09:38	no	Poliopogon sponge	barcode differs mophospecies (phylum level)	to_be_added
na	JL304_G1_2_6	JL304__Pushcore2-6	JL304_G1	JL304_G1	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL305_B07_1	JL305_B07_1	JL305_B07	JL305__B07	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
102	JL305_B17	JL305_B17	JL305_B17	JL305__B17	28S	99.75	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Zoantharia;f__;g__;s__	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	Walteria	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Walteria;s__	S17	1638	151.143945	20.497098	25/8/2024	11:20	yes	"sponge walteria, same individual as B07"	barcode differs mophospecies (phylum level)	to_be_added
104	JL305_B18_1	JL305_B18_1	JL305_B18	JL305__B18	na	na	na	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	Caulophacus	Caulophacus cf. ijimai	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Rossellidae;g__Caulophacus;s__	S20	1520	151.155452	20.472599	25/8/2024	13:22	yes	Caulophacus from black box	need assembly	to_be_added
na	JL305_G1_2_10	JL305_G1_2_10	JL305_G	JL305__G	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
114	JL306_B09_2	JL306_B09_2	JL306_B09	JL306__B09	28S	99.54	d__Eukaryota;k__Metazoa;p__Echinodermata;c__Crinoidea;sc__Articulata;o__Comatulida;f__Antedonidae;g__;s__	no	yes	to_be_determined	no	na	Lophophysema eversa	74.95	sponge	Host	Sponge	Sponge	na	na	p__Porifera;c__Hexactinellida;o__Amphidiscosida;f__Pheronematidae;g__;s__	S07	1961	151.243799	20.488041	26/8/2024	23:36	no	Hexactinellid Pheronema?	barcode differs mophospecies (phylum level)	to_be_added
121	JL307_B05_1	JL307_B05_1	JL307_B05	JL307__B05	28S	na	no_hit	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	Tretopleura	na	p__Porifera;c__Hexactinellida;o__Sceptrulophora;f__Uncinateridae;g__Tretopleura;s__	S06	1709	151.180452	20.42159	27/8/2024	10:20	no	"Tretopleura sponge, 2 individuals"	need assembly	to_be_added
na	JL307_B08_15	JL307_B08_15	JL307_B08	JL307__B08	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL307_B13_green	JL307_B13	JL307_B13	JL307__B13	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL307_B16_19	JL307_B16_19	JL307_B16	JL307__B16	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL307_G1_0_5	JL307_G1_0_5	JL307_G1	JL307_G1	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL307_G1_5_7	JL307_G1_5_7	JL307_G1	JL307_G1	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
139	JL308_B08_4	JL308_B08_4	JL308_B08	JL308__B08	na	na	na	no	yes	to_be_determined	no	na	na	na	na	Wrong fixation - Host head	Sponge	Sponge	na	na	p__Porifera;c__Demospongiae;o__Poecilosclerida;f__Cladorhizidae;g__;s__	S06	4698	152.722526	18.989836	28/8/2024	11:15	no	"carnivorous sponge sp1, with tubeworm"	need assembly	to_be_added
na	JL308_G7_0_2	JL308_G7_0_2	JL308_G7	JL308_G7	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
152	JL309_B03_3	JL309_B03_3	JL309_B03	JL309__B03	meta_COI	98.57	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Anthozoa;sc__Hexacorallia;o__Actiniaria;so__Nynantheae;f__;g__;s__	no	yes	to_be_determined	no	na	na	na	na	Host	Sponge	Sponge	na	na	p__Porifera;c__Demospongiae;o__Poecilosclerida;f__Cladorhizidae;g__;s__	S21	5563	153.683805	19.092771	30/8/2024	04:05	no	carnivorous sponge plus anemone	barcode differs mophospecies (phylum level)	to_be_added
na	JL309_G11_0_2	JL309_G11_0_2	JL309_G11	JL309_G11	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL309_G11_2_6	JL309_G11_2_6	JL309_G11	JL309_G11	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL309_G12_0_2	JL309_G12_0_2	JL309_G12	JL309_G12	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL309_G12_2_6	JL309_G12_2_6	JL309_G12	JL309_G12	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL309_G9_0_2	JL309_G9_0_2	JL309_G9	JL309_G9	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL309_G9_2_6	JL309_G9_2_6	JL309_G9	JL309_G9	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
na	JL311_B09_LN	JL311_B09_LN	JL311_B09	JL311__B09	na	na	na	no	yes	to_be_determined	no	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na
187	JL311_B14_7	JL311_B14_7	JL311_B14	JL311__B14	COI	92.49	d__Eukaryota;k__Metazoa;p__Cnidaria;c__Hydrozoa;sc__Hydroidolina;o__Leptothecata;f__;g__;s__	no	yes	to_be_determined	no	na	Docosaccus maculatus	84.78	sponge	Host top	Sponge	Sponge	na	na	p__Porifera;c__Hexactinellida;o__Lyssacinosida;f__Euplectellidae;g__Walteria;s__	S19	1232	154.27194	16.998839	3/9/2024	14:16	no	Walteria species 2 (2 individuals)	barcode differs mophospecies (phylum level)	to_be_added
